# AUTO-GENERATED by `lake exe scope-check --write` from docs/scope-tags.tsv and the
# kernel environment. Do not hand-edit. published = the weaker of a theorem's own
# (relation) tag and the model tags of the CflibsFormal definitions in its statement;
# PURE-MATH exempt (owner decision 2026-09-24; docs/conventions.md section 8).
# via = the tagged definitions that weakened it.
# module	name	kind	own	published	via
ProfiledTUniqueness.lean	profiledResidual_twoLevel_eq	theorem	PURE-MATH	PURE-MATH	—
ProfiledTUniqueness.lean	profiledResidual_twoLevel_strictUnimodalOn	theorem	REDUCED	REDUCED	—
ProfiledTUniqueness.lean	profiledResidual_twoLevel_strictUnimodal_onManifold	theorem	REDUCED	REDUCED	—
ProfiledTUniqueness.lean	twoLevelResidual_diff	theorem	PURE-MATH	PURE-MATH	—
ProfiledUnimodality.lean	profiledResidual_two_Tstar_isStrictMin	theorem	REDUCED	REDUCED	—
ProfiledUnimodality.lean	profiledResidual_two_strictUnimodalOn	theorem	REDUCED	REDUCED	—
ProfiledUnimodality.lean	profiledResidual_two_strictUnimodal_onManifold	theorem	REDUCED	REDUCED	—
RadiativeTransferDepth.lean	rtEmergent_sandwich	theorem	EXACT	EXACT	—
RadiativeTransferDepth.lean	rtEmergent_single	theorem	EXACT	EXACT	—
RadiativeTransferDepth.lean	rtEmergent_two	theorem	EXACT	EXACT	—
RadiativeTransferDepth.lean	rtEmergent_uniform	theorem	EXACT	EXACT	—
RadiativeTransferDepth.lean	rtFormalLinear	theorem	PURE-MATH	PURE-MATH	—
RadiativeTransferDepth.lean	rtFormal_const	theorem	EXACT	EXACT	—
RadiativeTransferDepth.lean	rtFormal_sandwich	theorem	EXACT	EXACT	—
Robustness.lean	logRatioIntercept_stable	theorem	PURE-MATH	PURE-MATH	—
Robustness.lean	logRatioIntercept_stable_sharp	theorem	PURE-MATH	PURE-MATH	—
Robustness.lean	twoLineBeta_continuous	theorem	PURE-MATH	PURE-MATH	—
Robustness.lean	twoLineBeta_stable	theorem	PURE-MATH	PURE-MATH	—
Robustness.lean	twoLineBeta_stable_sharp	theorem	PURE-MATH	PURE-MATH	—
Saha.lean	chargeNeutrality_two_stage	theorem	PURE-MATH	PURE-MATH	—
Saha.lean	electronDensity_antitone	theorem	PURE-MATH	PURE-MATH	—
Saha.lean	log_sahaFactor	theorem	EXACT	EXACT	—
Saha.lean	sahaFactor_pos	theorem	PURE-MATH	PURE-MATH	—
Saha.lean	saha_relation	theorem	EXACT	EXACT	—
Saha.lean	thermalBracket_pos	theorem	PURE-MATH	PURE-MATH	—
SahaContraction.lean	dampedIter_single_converges_to_sahaEquilibriumNe	theorem	REDUCED	REDUCED	—
SahaContraction.lean	dampedMultiElementIter_converges_to_equilibrium	theorem	REDUCED	REDUCED	—
SahaEquilibrium.lean	dampedMultiElementIter_contraction	theorem	REDUCED	REDUCED	—
SahaEquilibrium.lean	dampedMultiElementIter_geometric_error	theorem	REDUCED	REDUCED	—
SahaEquilibrium.lean	dampedMultiElementIter_nonneg	theorem	REDUCED	REDUCED	—
SahaEquilibrium.lean	dampedMultiElementIter_tendsto	theorem	REDUCED	REDUCED	—
SahaEquilibrium.lean	jointOuterContraction_box	theorem	PURE-MATH	PURE-MATH	—
SahaEquilibrium.lean	jointOuterMap_contraction	theorem	PURE-MATH	PURE-MATH	—
SahaEquilibrium.lean	jointOuterMap_geometric_error	theorem	PURE-MATH	PURE-MATH	—
SahaEquilibrium.lean	jointOuterMap_mapsTo	theorem	PURE-MATH	PURE-MATH	—
SahaEquilibrium.lean	multiElementIonized_iter_tendsto	theorem	REDUCED	REDUCED	—
SahaEquilibrium.lean	multiElementIonized_lipschitz	theorem	PURE-MATH	PURE-MATH	—
SahaEquilibrium.lean	multiElementIonized_no_two_cycle	theorem	PURE-MATH	PURE-MATH	—
SahaEquilibrium.lean	multiElementIonized_strictAntiOn	theorem	PURE-MATH	PURE-MATH	—
SahaEquilibrium.lean	multiElementIonized_two_point	theorem	PURE-MATH	PURE-MATH	—
SahaEquilibrium.lean	multiElement_exists_pos_fixedPoint	theorem	REDUCED	REDUCED	—
SahaEquilibrium.lean	multiElement_pos_fixedPoint_unique	theorem	REDUCED	REDUCED	—
SahaEquilibrium.lean	multiElement_single_eq_sahaEquilibriumNe	theorem	REDUCED	REDUCED	—
SahaEquilibrium.lean	neLeg_mapsTo	theorem	REDUCED	REDUCED	—
SahaEquilibrium.lean	outerContraction_box	theorem	PURE-MATH	PURE-MATH	—
SahaEquilibrium.lean	outerMap_contraction	theorem	PURE-MATH	PURE-MATH	—
SahaEquilibrium.lean	outerMap_geometric_error	theorem	PURE-MATH	PURE-MATH	—
SahaEquilibrium.lean	outerMap_mapsTo	theorem	PURE-MATH	PURE-MATH	—
SahaEquilibrium.lean	sahaEquilibriumNe_lt_totalDensity	theorem	PURE-MATH	PURE-MATH	—
SahaEquilibrium.lean	sahaEquilibriumNe_pos	theorem	PURE-MATH	PURE-MATH	—
SahaEquilibrium.lean	sahaEquilibriumNe_selfConsistent	theorem	REDUCED	REDUCED	—
SahaEquilibrium.lean	sahaEquilibriumNe_strictMono_S	theorem	REDUCED	REDUCED	—
SahaEquilibrium.lean	sahaEquilibrium_selfConsistent	theorem	REDUCED	REDUCED	—
SahaEquilibrium.lean	sahaEquilibrium_unique_state	theorem	REDUCED	REDUCED	—
SahaEquilibrium.lean	sahaIter_contraction	theorem	REDUCED	REDUCED	—
SahaEquilibrium.lean	sahaIter_fixedPoint	theorem	EXACT	EXACT	—
SahaEquilibrium.lean	sahaIter_geometric_error	theorem	REDUCED	REDUCED	—
SahaEquilibrium.lean	sahaIter_mapsTo	theorem	REDUCED	REDUCED	—
SahaEquilibrium.lean	sahaIter_tendsto	theorem	REDUCED	REDUCED	—
SahaEquilibrium.lean	selfConsistentState_unique	theorem	REDUCED	REDUCED	—
SahaEquilibrium.lean	selfConsistent_unique	theorem	PURE-MATH	PURE-MATH	—
SahaInverse.lean	sahaBoltzmann_plot	theorem	REDUCED	REDUCED	—
SahaInverse.lean	sahaBoltzmann_shift_eq_log_saha	theorem	EXACT	EXACT	—
SahaInverse.lean	saha_joint_identifiability	theorem	EXACT	REDUCED	lineIntensity
SahaRangeEnclosure.lean	electronDensityFromRatio_mem_Icc	theorem	EXACT	EXACT	—
SahaRangeEnclosure.lean	outerLoop_contracts_apriori	theorem	REDUCED	REDUCED	—
SahaRangeEnclosure.lean	sahaFactor_mem_Icc	theorem	EXACT	EXACT	—
SahaStability.lean	electronDensityFromRatio_lipschitz_temp	theorem	REDUCED	REDUCED	—
SahaStability.lean	electronDensityFromRatio_strictMonoOn_temp	theorem	EXACT	EXACT	—
SahaStability.lean	electronDensity_lipschitz	theorem	EXACT	EXACT	—
SahaStability.lean	electronDensity_relativeError	theorem	EXACT	EXACT	—
SahaStability.lean	partitionFunction_mono_temp	theorem	PURE-MATH	PURE-MATH	—
SahaStability.lean	partitionFunction_upper_growth	theorem	PURE-MATH	PURE-MATH	—
SahaStability.lean	sahaFactor_lipschitz_temp	theorem	REDUCED	REDUCED	—
SahaStability.lean	sahaFactor_strictMonoOn_temp	theorem	EXACT	EXACT	—
SahaStability.lean	saha_inv_lipschitz	theorem	PURE-MATH	PURE-MATH	—
SahaStability.lean	saha_ratio_cancel	theorem	PURE-MATH	PURE-MATH	—
SahaStability.lean	thermalBracket_strictMono	theorem	PURE-MATH	PURE-MATH	—
SelfAbsorption.lean	lineIntensity_eq_selfAbsorbedIntensity_div	theorem	PURE-MATH	PURE-MATH	—
SelfAbsorption.lean	selfAbsorbedIntensity	def	APPROXIMATION	APPROXIMATION	—
SelfAbsorption.lean	selfAbsorbedIntensity_eq_slab	theorem	EXACT	APPROXIMATION	selfAbsorbedIntensity
SelfAbsorption.lean	selfAbsorbedIntensity_le_lineIntensity	theorem	EXACT	APPROXIMATION	selfAbsorbedIntensity
SelfAbsorption.lean	selfAbsorbedIntensity_lt_lineIntensity	theorem	EXACT	APPROXIMATION	selfAbsorbedIntensity
SelfAbsorption.lean	selfAbsorptionFactor	def	APPROXIMATION	APPROXIMATION	—
SelfAbsorption.lean	selfAbsorptionFactor_le_one	theorem	PURE-MATH	PURE-MATH	—
SelfAbsorption.lean	selfAbsorptionFactor_pos	theorem	PURE-MATH	PURE-MATH	—
SelfAbsorption.lean	selfAbsorptionFactor_strictAntiOn	theorem	PURE-MATH	PURE-MATH	—
SelfAbsorption.lean	selfAbsorptionFactor_tendsto_one	theorem	PURE-MATH	PURE-MATH	—
SelfAbsorption.lean	slabIntensity_eq_thin_mul_SA	theorem	EXACT	APPROXIMATION	selfAbsorptionFactor
SelfAbsorption.lean	slabIntensity_le_thin	theorem	EXACT	EXACT	—
SelfAbsorptionInverse.lean	lineIntensity_smul_left	theorem	PURE-MATH	PURE-MATH	—
SelfAbsorptionInverse.lean	selfAbsorption_breaks_composition_identifiability	theorem	EXACT	APPROXIMATION	selfAbsorbedIntensity
SelfAbsorptionInverse.lean	selfAbsorption_breaks_identifiability	theorem	EXACT	APPROXIMATION	selfAbsorbedIntensity
SelfAbsorptionInverse.lean	thick_composition_identifiability	theorem	EXACT	APPROXIMATION	selfAbsorbedIntensity
SelfAbsorptionInverse.lean	thick_density_identifiability	theorem	EXACT	APPROXIMATION	selfAbsorbedIntensity
SelfReversal.lean	emergentIntensity_nonneg	theorem	PURE-MATH	PURE-MATH	—
SelfReversal.lean	emergentIntensity_strictAnti_shell	theorem	EXACT	EXACT	—
SelfReversal.lean	selfReversal_noShell	theorem	EXACT	EXACT	—
SelfReversal.lean	selfReversal_uniformSource	theorem	EXACT	EXACT	—
SpatialForward.lean	chordGeometry_det_ne_zero	theorem	PURE-MATH	PURE-MATH	—
SpatialForward.lean	chordGeometry_isUnit	theorem	PURE-MATH	PURE-MATH	—
SpatialForward.lean	chordIntensity	def	REDUCED	REDUCED	—
SpatialForward.lean	chord_profile_identifiable	theorem	EXACT	REDUCED	chordIntensity
SpatialForward.lean	onionPeel_blockTriangular	theorem	PURE-MATH	PURE-MATH	—
SpatialForward.lean	onionPeel_chordIntensity	theorem	PURE-MATH	PURE-MATH	—
SpatialForward.lean	peeling_amplification	theorem	REDUCED	REDUCED	—
SpatialForward.lean	peeling_amplification_iSup	theorem	REDUCED	REDUCED	—
SpatialForward.lean	peeling_condition_linfty	theorem	PURE-MATH	PURE-MATH	—
SpatialForward.lean	peeling_identity	theorem	PURE-MATH	PURE-MATH	—
SpatialForward.lean	peeling_single_step	theorem	PURE-MATH	PURE-MATH	—
SpatialForward.lean	singleZone_identifiable	theorem	EXACT	REDUCED	chordIntensity
StarkBroadening.lean	mcWhirterBound_mono_T	theorem	PURE-MATH	PURE-MATH	—
StarkBroadening.lean	mcWhirterBound_mono_dE	theorem	PURE-MATH	PURE-MATH	—
StarkBroadening.lean	starkDensity_recovers	theorem	REDUCED	REDUCED	—
StarkBroadening.lean	starkFWHM	def	REDUCED	REDUCED	—
StarkBroadening.lean	starkFWHM_injective	theorem	PURE-MATH	PURE-MATH	—
StarkBroadening.lean	starkFWHM_isLinear	theorem	PURE-MATH	PURE-MATH	—
StarkBroadening.lean	starkFWHM_strictMono	theorem	PURE-MATH	PURE-MATH	—
StarkBroadening.lean	stark_saha_lte_consistent	theorem	PURE-MATH	PURE-MATH	—
StarkOpacityGuard.lean	starkDensity_biased_high	theorem	REDUCED	REDUCED	—
StarkOpacityGuard.lean	starkDensity_brackets_true	theorem	REDUCED	REDUCED	—
StarkOpacityGuard.lean	starkDensity_div_budget_le	theorem	REDUCED	REDUCED	—
StarkOpacityGuard.lean	starkDensity_mono_width	theorem	PURE-MATH	PURE-MATH	—
StarkOpacityGuard.lean	starkOpacityLteCert_imp_mcWhirterCert	theorem	PURE-MATH	PURE-MATH	—
StarkOpacityGuard.lean	starkOpacity_certificate_sound	theorem	REDUCED	REDUCED	—
StarkOpacityGuard.lean	stark_lte_gate_one_directional	theorem	REDUCED	REDUCED	—
StarkOpacityGuard.lean	stark_lte_gate_sound_of_opticallyThin	theorem	REDUCED	REDUCED	—
StarkShift.lean	shiftWidthRatio_indep_ne	theorem	REDUCED	REDUCED	—
StarkShift.lean	shift_width_density_agree	theorem	REDUCED	REDUCED	—
StarkShift.lean	starkDensityFromShift_recovers	theorem	REDUCED	REDUCED	—
StarkShift.lean	starkShift_abs_strictMono	theorem	PURE-MATH	PURE-MATH	—
StarkShift.lean	starkShift_injective	theorem	PURE-MATH	PURE-MATH	—
StarkShift.lean	starkShift_isLinear	theorem	PURE-MATH	PURE-MATH	—
StarkShift.lean	starkShift_pos_of_dRef_pos	theorem	PURE-MATH	PURE-MATH	—
StarkShift.lean	starkShift_strictAnti_of_neg	theorem	PURE-MATH	PURE-MATH	—
StarkShift.lean	starkShift_strictMono_of_pos	theorem	PURE-MATH	PURE-MATH	—
TemporalEvolution.lean	gateSahaTotalDensity_eq	theorem	EXACT	REDUCED	lineIntensity
TemporalEvolution.lean	mcwhirter_requirement_antitone	theorem	PURE-MATH	PURE-MATH	—
TemporalEvolution.lean	mem_lteWindow_thermalized	theorem	REDUCED	REDUCED	—
TemporalEvolution.lean	temporal_composition_gate_independent	theorem	REDUCED	REDUCED	—
TemporalEvolution.lean	temporal_composition_invariant	theorem	EXACT	REDUCED	lineIntensity
TemporalEvolution.lean	temporal_saha_composition_gate_independent	theorem	REDUCED	REDUCED	—
TemporalEvolution.lean	temporal_saha_composition_invariant	theorem	EXACT	REDUCED	lineIntensity
TemporalEvolution.lean	temporal_temperature_insitu	theorem	REDUCED	REDUCED	—
TwoDCOS.lean	asyncMatrix_antisymm	theorem	PURE-MATH	PURE-MATH	—
TwoDCOS.lean	asyncMatrix_diag_zero	theorem	PURE-MATH	PURE-MATH	—
TwoDCOS.lean	asyncMatrix_singleDriver_zero	theorem	PURE-MATH	PURE-MATH	—
TwoDCOS.lean	hilbertNoda_transpose_neg	theorem	PURE-MATH	PURE-MATH	—
TwoDCOS.lean	skew_quadForm_zero	theorem	PURE-MATH	PURE-MATH	—
TwoDCOS.lean	syncMatrix_diag_eq_variance	theorem	PURE-MATH	PURE-MATH	—
TwoDCOS.lean	syncMatrix_diag_nonneg	theorem	PURE-MATH	PURE-MATH	—
TwoDCOS.lean	syncMatrix_symm	theorem	PURE-MATH	PURE-MATH	—
TwoDCOSOrder.lean	B_add_left	theorem	PURE-MATH	PURE-MATH	—
TwoDCOSOrder.lean	B_add_right	theorem	PURE-MATH	PURE-MATH	—
TwoDCOSOrder.lean	B_antisymm	theorem	PURE-MATH	PURE-MATH	—
TwoDCOSOrder.lean	B_eq_sum	theorem	PURE-MATH	PURE-MATH	—
TwoDCOSOrder.lean	B_selfZero	theorem	PURE-MATH	PURE-MATH	—
TwoDCOSOrder.lean	B_smul_left	theorem	PURE-MATH	PURE-MATH	—
TwoDCOSOrder.lean	B_smul_right	theorem	PURE-MATH	PURE-MATH	—
TwoDCOSOrder.lean	B_smul_smul	theorem	PURE-MATH	PURE-MATH	—
TwoDCOSOrder.lean	B_stepDelay_eq	theorem	PURE-MATH	PURE-MATH	—
TwoDCOSOrder.lean	B_stepDelay_pos	theorem	PURE-MATH	PURE-MATH	—
TwoDCOSOrder.lean	B_stepDelay_rev_neg	theorem	PURE-MATH	PURE-MATH	—
VoigtErrorEnclosure.lean	voigtFWHM_ge_max	theorem	EXACT	APPROXIMATION	voigtFWHM
VoigtErrorEnclosure.lean	voigtFWHM_le_olUpper	theorem	EXACT	APPROXIMATION	voigtFWHM
VoigtErrorEnclosure.lean	voigtFWHM_naive_upper_false	theorem	APPROXIMATION	APPROXIMATION	—
VoigtErrorEnclosure.lean	voigtFWHM_true_enclosure	theorem	REDUCED	APPROXIMATION	voigtFWHM
VoigtErrorEnclosure.lean	voigtFWHM_true_enclosure_clean	theorem	REDUCED	APPROXIMATION	voigtFWHM
VoigtWidth.lean	voigtFWHM	def	APPROXIMATION	APPROXIMATION	—
VoigtWidth.lean	voigtFWHM_ge_gauss	theorem	EXACT	APPROXIMATION	voigtFWHM
VoigtWidth.lean	voigtFWHM_ge_lorentz	theorem	EXACT	APPROXIMATION	voigtFWHM
VoigtWidth.lean	voigtFWHM_mono_wG	theorem	PURE-MATH	PURE-MATH	—
VoigtWidth.lean	voigtFWHM_mono_wL	theorem	PURE-MATH	PURE-MATH	—
VoigtWidth.lean	voigtFWHM_pos	theorem	PURE-MATH	PURE-MATH	—
VoigtWidth.lean	voigt_gaussian_limit	theorem	EXACT	APPROXIMATION	voigtFWHM
VoigtWidth.lean	voigt_lorentzian_limit	theorem	APPROXIMATION	APPROXIMATION	—
